,index,date,yearly_trend_calc_2019,pred_2019,yearly_trend_calc_2018,pred_2018,yearly_trend_calc_2017,pred_2017,yearly_trend_calc_2016,pred_2016,yearly_trend_calc_2015,pred_2015,yearly_trend_calc_2014,pred_2014,num_harmed,non_observation,year,nyd
0,0,2014-01-01,,89.42355113761381,,87.54742245856818,,89.089837839035,,91.38693557040577,,95.65221112247184,,96.12283589072261,182.0,,2014,0.0
1,1,2014-01-02,,84.82911462616451,,82.48878441275484,,83.37463243817936,,85.83124000782384,,90.5465789950129,,89.83798955813822,77.0,,2014,
2,2,2014-01-03,,90.47362275408487,,88.72387205149818,,90.15277094335084,,92.60088772913032,,96.25308964059491,,99.81357127968958,96.0,,2014,
3,3,2014-01-04,,118.82297374860694,,117.21166362453495,,119.06160607883034,,121.62210481636387,,123.44192582463151,,125.09856239405138,111.0,,2014,
4,4,2014-01-05,,127.6026360775673,,126.20335391444723,,128.22669040799693,,125.75729160717475,,127.27573458762609,,124.54743580997942,97.0,,2014,
5,5,2014-01-06,,92.6250792183787,,91.02419938688274,,92.47912019918633,,93.7118615658997,,95.41689839983246,,98.0149783326404,54.0,,2014,
6,6,2014-01-07,,87.05192274680454,,85.05380407754478,,86.6545063783026,,87.06327320495015,,89.75817978799391,,89.66374947507983,64.0,,2014,
7,7,2014-01-08,,86.00457537711604,,84.73519910318518,,85.5706488666282,,86.65539611617477,,90.21462521720537,,91.80769891686582,85.0,,2014,
8,8,2014-01-09,,81.08198264758491,,79.47611152081979,,79.62896760878175,,80.75217235598551,,85.03584870771647,,85.25263684828576,86.0,,2014,
9,9,2014-01-10,,86.4524035520791,,85.55671301830002,,86.22983858278567,,87.256936254832,,90.72370313105003,,95.0156744630046,66.0,,2014,
10,10,2014-01-11,,114.58442249395668,,113.9360477724385,,115.0120507521809,,116.09888328271566,,117.94425706786079,,120.1448471820266,113.0,,2014,
11,11,2014-01-12,,123.20481832802929,,122.86417602816785,,124.10119636095999,,120.1408189876031,,121.85466292273992,,119.49216939802064,119.0,,2014,
12,12,2014-01-13,,88.12596949224158,,87.66405175530093,,88.32701359513997,,88.08599242812167,,90.11057445341383,,92.90853631295977,108.0,,2014,
13,13,2014-01-14,,82.5080128364147,,81.71187194144389,,82.52239575506843,,81.5072005746028,,84.5969764857917,,84.55130480246369,109.0,,2014,
14,14,2014-01-15,,81.4695279436033,,81.44624922007375,,81.50114270770915,,81.24130314273852,,85.22030816732665,,86.72807305359454,103.0,,2014,
15,15,2014-01-16,,76.60536485703912,,76.26960155090788,,75.65950626401695,,75.54310519175745,,80.22099468603348,,80.23734804193327,104.0,,2014,
16,16,2014-01-17,,82.07853379577469,,82.45604665040473,,82.39167501587758,,82.30496443064935,,86.09138886568552,,90.08821381463979,103.0,,2014,
17,17,2014-01-18,,110.35136061457625,,110.95799700730223,,111.3294108020194,,111.44360568929034,,113.48803317657172,,115.32020635365892,104.0,,2014,
18,18,2014-01-19,,119.14352630712722,,120.0184879004234,,120.59064447400877,,115.8082635775184,,117.55881990316666,,114.7766367769118,118.0,,2014,
19,19,2014-01-20,,84.2596653234151,,84.9532521049185,,84.9970444405485,,84.08794622482768,,85.95069928221386,,88.2997706896435,127.0,,2014,
20,20,2014-01-21,,78.85173542141307,,79.13127376179779,,79.37326592510398,,77.84099384816815,,80.54078988964541,,80.03868755758683,82.0,,2014,
21,21,2014-01-22,,78.029925426211,,78.98416774103998,,78.5249500011592,,77.89005805603935,,81.2287642308447,,82.29333101614067,86.0,,2014,
22,22,2014-01-23,,73.38071299357752,,73.90777270397064,,72.84051703790497,,72.47644523499794,,76.24961640843925,,75.85543194373251,59.0,,2014,
23,23,2014-01-24,,79.0589849077256,,80.17024005916558,,79.70689297281635,,79.48016696464319,,82.09180581697547,,85.72840834729244,67.0,,2014,
24,24,2014-01-25,,107.5194175358574,,108.71880929679895,,108.74937355736921,,108.8071663225168,,109.40968086678664,,110.94744105503631,129.0,,2014,
25,25,2014-01-26,,116.47472969618494,,117.79229707451333,,118.0804275271758,,113.29782832230316,,113.35075434288197,,110.35296008126534,100.0,,2014,
26,26,2014-01-27,,81.7234769191819,,82.70330913972123,,82.51744595159958,,81.63455579748702,,81.56347687412911,,83.78594449132612,88.0,,2014,
27,27,2014-01-28,,76.41259445012223,,76.81890354409744,,76.88214016502565,,75.37157445865618,,75.92835871723743,,75.39585479682667,89.0,,2014,
28,28,2014-01-29,,75.6484505534589,,76.57004815102235,,75.97865265933366,,75.33008487651342,,76.35031179878452,,77.48470609036774,55.0,,2014,
29,29,2014-01-30,,71.01501810992652,,71.35325811256935,,70.19542188997438,,69.752698712028,,71.07131880873614,,70.84796218680151,64.0,,2014,
30,30,2014-01-31,,76.66607374686797,,77.43869385295963,,76.9209368456619,,76.52349843534991,,76.58842490455348,,80.49435483304512,100.0,,2014,
31,31,2014-02-01,,105.05661975286742,,105.7769093184368,,105.78358516646438,,105.55518814470591,,103.56595910479987,,105.46582849323264,101.0,,2014,
32,32,2014-02-02,,113.90113965153864,,114.61127810498095,,114.9003956572542,,109.69744498860504,,107.16256219574996,,104.61084892804016,104.0,,2014,
33,33,2014-02-03,,79.00135606785821,,79.2601077559577,,79.09468362151416,,77.64425625889359,,75.03867266241464,,77.77948241500798,78.0,,2014,
34,34,2014-02-04,,73.50869893950502,,73.09717283797961,,73.1953038396413,,70.96341203987959,,69.08732924172594,,69.13107105818786,72.0,,2014,
35,35,2014-02-05,,72.53524738231721,,72.56101285084279,,72.01457919382237,,70.49127956798525,,69.22616991448858,,70.97801921075427,57.0,,2014,
